time,nis,roll,pitch,yaw,gx,gy,gz,gunbx,gunby,gunbz,bgx,bgy,bgz,gmx,gmy,gmz
127266.835623,0.0078,0.000000,-0.000000,0.000000,4.227362e-04,2.037846e-04,-1.648638e-04,-4.559019e-04,1.442410e-04,-1.100656e-04,8.786381e-04,5.954369e-05,-5.479822e-05,8.788607e-04,5.984074e-05,-5.497500e-05
127266.934584,0.0415,0.000000,-0.000000,0.000000,5.063375e-04,-1.193805e-05,-1.144063e-04,-3.724007e-04,-7.134567e-05,-5.956170e-05,8.787382e-04,5.940762e-05,-5.484463e-05,8.789388e-04,5.976488e-05,-5.522019e-05
127266.984590,0.0399,0.000000,-0.000000,0.000000,1.986359e-04,-4.798434e-04,1.097812e-04,-6.760706e-04,-5.401891e-04,1.648078e-04,8.747065e-04,6.034575e-05,-5.502663e-05,8.785707e-04,6.011962e-05,-5.486603e-05
127267.035644,0.0104,0.000000,-0.000000,0.000000,4.683940e-04,-8.172504e-04,-2.051984e-04,-4.064605e-04,-8.745361e-04,-1.503025e-04,8.748545e-04,5.728570e-05,-5.489584e-05,8.786621e-04,5.993005e-05,-5.482177e-05
127267.134587,0.0003,0.000000,-0.000000,0.000000,1.109279e-03,5.353274e-04,-9.286024e-04,2.332158e-04,4.757020e-04,-8.735721e-04,8.760631e-04,5.962543e-05,-5.503035e-05,8.780203e-04,6.057092e-05,-5.496203e-05
127267.184591,0.0089,0.000000,-0.000000,0.000000,1.137274e-03,6.567674e-05,1.249656e-05,2.658831e-04,6.971412e-06,6.766595e-05,8.713909e-04,5.870533e-05,-5.516939e-05,8.779699e-04,6.012352e-05,-5.553806e-05
127267.235454,0.0097,0.000000,-0.000000,0.000000,5.680000e-04,-4.754975e-04,-3.467271e-04,-2.966621e-04,-5.332592e-04,-2.912331e-04,8.646621e-04,5.776168e-05,-5.549402e-05,8.775242e-04,5.990988e-05,-5.531728e-05
127267.334577,0.0424,0.000000,-0.000000,0.000000,1.447175e-03,5.767091e-04,-5.279970e-04,5.854089e-04,5.100761e-04,-4.726752e-04,8.617658e-04,6.663304e-05,-5.532181e-05,8.771088e-04,5.976282e-05,-5.575961e-05
127267.384582,0.0339,0.000000,-0.000000,0.000000,1.085647e-03,-2.271721e-04,3.871664e-04,2.267797e-04,-2.895404e-04,4.427936e-04,8.588675e-04,6.236834e-05,-5.562718e-05,8.774019e-04,5.995850e-05,-5.592526e-05
127267.435485,0.0040,0.000000,-0.000000,0.000000,1.078038e-03,4.393168e-04,-3.804818e-05,2.160520e-04,3.745918e-04,1.718813e-05,8.619855e-04,6.472507e-05,-5.523631e-05,8.776489e-04,5.992314e-05,-5.565459e-05
127267.534578,0.0083,0.000000,-0.000000,0.000000,1.482779e-03,2.981022e-04,4.129100e-04,6.086325e-04,2.345379e-04,4.680626e-04,8.741468e-04,6.356434e-05,-5.515257e-05,8.784605e-04,6.000906e-05,-5.543383e-05
127267.635540,0.0380,0.000000,-0.000000,0.000000,1.182600e-03,-3.787364e-06,6.619161e-04,2.999164e-04,-5.649008e-05,7.168145e-04,8.826838e-04,5.270271e-05,-5.489835e-05,8.786694e-04,5.968905e-05,-5.480066e-05
127267.734580,0.0110,0.000000,-0.000000,0.000000,3.109828e-04,5.337391e-04,1.589995e-04,-5.743571e-04,4.774272e-04,2.141734e-04,8.853399e-04,5.631193e-05,-5.517387e-05,8.777026e-04,6.015578e-05,-5.430556e-05
127267.835429,0.0540,0.000000,-0.000000,0.000000,-5.269847e-04,-7.183077e-04,4.904375e-04,-1.405486e-03,-7.725058e-04,5.456546e-04,8.785017e-04,5.419811e-05,-5.521706e-05,8.776260e-04,5.976428e-05,-5.364579e-05
127267.934586,0.0199,0.000000,-0.000000,0.000000,1.146786e-03,6.826332e-04,-4.542394e-04,2.738183e-04,6.242861e-04,-3.991668e-04,8.729678e-04,5.834710e-05,-5.507255e-05,8.781578e-04,6.008870e-05,-5.398591e-05
127267.984593,0.0710,0.000000,-0.000000,0.000000,5.741784e-04,-4.519181e-04,-7.208210e-05,-2.958754e-04,-5.181587e-04,-1.697603e-05,8.700539e-04,6.624062e-05,-5.510607e-05,8.777867e-04,5.966106e-05,-5.424510e-05
127268.084581,0.0184,0.000000,-0.000000,0.000000,-1.510408e-04,-3.071605e-04,6.679375e-05,-1.021001e-03,-3.664814e-04,1.214518e-04,8.699600e-04,5.932088e-05,-5.465806e-05,8.783523e-04,5.978635e-05,-5.414355e-05
127268.134618,0.0109,0.000000,-0.000000,0.000000,1.399440e-03,2.725681e-04,4.459491e-04,5.340470e-04,2.089775e-04,5.005028e-04,8.653929e-04,6.359057e-05,-5.455370e-05,8.781501e-04,5.987126e-05,-5.379886e-05
127268.235905,0.0336,0.000000,-0.000000,0.000000,1.004193e-03,1.981472e-04,-5.468117e-05,1.407800e-04,1.308804e-04,-7.448216e-08,8.634126e-04,6.726683e-05,-5.460668e-05,8.774917e-04,5.976565e-05,-5.360152e-05
127268.334581,0.0536,0.000000,-0.000000,0.000000,1.865844e-03,1.423491e-04,4.310265e-04,1.010187e-03,7.644275e-05,4.855395e-04,8.556569e-04,6.590631e-05,-5.451301e-05,8.775157e-04,5.988245e-05,-5.354670e-05
127268.384602,0.0252,0.000000,-0.000000,0.000000,1.676406e-03,3.257133e-04,8.894198e-05,8.200015e-04,2.604695e-04,1.429630e-04,8.564047e-04,6.524386e-05,-5.402100e-05,8.776983e-04,5.991214e-05,-5.337174e-05
127268.435520,0.0167,0.000000,-0.000000,0.000000,8.145626e-04,-3.595727e-04,-4.782202e-06,-3.792242e-05,-4.259061e-04,4.976500e-05,8.524850e-04,6.633336e-05,-5.454720e-05,8.777453e-04,5.964843e-05,-5.297993e-05
127268.534587,0.0279,0.000000,-0.000000,0.000000,1.333816e-03,3.643898e-04,2.791654e-04,4.725264e-04,2.983935e-04,3.329135e-04,8.612891e-04,6.599635e-05,-5.374806e-05,8.773627e-04,5.999412e-05,-5.277161e-05
127268.584592,0.0197,0.000000,-0.000000,0.000000,3.290644e-04,-2.811027e-04,3.680201e-04,-5.352621e-04,-3.439375e-04,4.212986e-04,8.643265e-04,6.283481e-05,-5.327847e-05,8.766180e-04,5.971118e-05,-5.252992e-05
127268.635845,0.0183,0.000000,-0.000000,0.000000,1.794757e-03,6.856700e-04,-3.438473e-04,9.305656e-04,6.190254e-04,-2.910212e-04,8.641913e-04,6.664469e-05,-5.282615e-05,8.763315e-04,6.028303e-05,-5.246979e-05
127268.734610,0.0334,0.000000,-0.000000,0.000000,-4.839798e-05,-5.377883e-04,-1.989326e-04,-9.145380e-04,-6.043895e-04,-1.475777e-04,8.661400e-04,6.660123e-05,-5.135492e-05,8.754237e-04,6.018783e-05,-5.279787e-05
127268.835690,0.0262,0.000000,-0.000000,0.000000,6.609213e-04,2.696534e-04,2.104169e-04,-2.028046e-04,2.016182e-04,2.609368e-04,8.637259e-04,6.803516e-05,-5.051991e-05,8.754703e-04,6.091034e-05,-5.288392e-05
127268.934616,0.0080,0.000000,-0.000000,0.000000,3.062529e-04,-5.497787e-05,-3.179990e-05,-5.565783e-04,-1.190172e-04,1.821372e-05,8.628312e-04,6.403936e-05,-5.001362e-05,8.756561e-04,6.067587e-05,-5.295186e-05
127268.984627,0.0369,0.000000,-0.000000,0.000000,1.158532e-03,3.963119e-04,3.451214e-04,2.980275e-04,3.281945e-04,3.954360e-04,8.605046e-04,6.811739e-05,-5.031455e-05,8.754665e-04,6.092590e-05,-5.250879e-05
127269.084613,0.0377,0.000000,-0.000000,0.000000,8.320683e-04,-3.255912e-04,-1.379334e-04,-3.733522e-05,-3.820506e-04,-8.689626e-05,8.694035e-04,5.645939e-05,-5.103711e-05,8.752623e-04,6.043124e-05,-5.206518e-05
127269.184586,0.0448,0.000000,-0.000000,0.000000,4.214621e-04,-5.630432e-04,3.852814e-04,-4.386030e-04,-6.279761e-04,4.351769e-04,8.600651e-04,6.493285e-05,-4.989543e-05,8.754716e-04,6.061868e-05,-5.157290e-05
127269.235932,0.0298,0.000000,-0.000000,0.000000,6.463652e-04,-2.951526e-04,2.109754e-04,-2.169883e-04,-3.610899e-04,2.612455e-04,8.633535e-04,6.593722e-05,-5.027010e-05,8.755961e-04,6.068183e-05,-5.184424e-05
127269.334593,0.0104,0.000000,-0.000000,0.000000,6.426128e-04,1.491733e-04,-6.218085e-04,-2.283805e-04,7.521667e-05,-5.706941e-04,8.709933e-04,7.395662e-05,-5.111439e-05,8.756409e-04,6.052223e-05,-5.164188e-05
127269.384618,0.0360,0.000000,-0.000000,0.000000,1.208326e-03,9.293529e-04,9.501572e-05,3.390325e-04,8.653068e-04,1.450542e-04,8.692938e-04,6.404611e-05,-5.003843e-05,8.763537e-04,6.090953e-05,-5.136279e-05
127269.435788,0.0123,0.000000,-0.000000,0.000000,3.274587e-04,-1.989326e-04,5.427101e-04,-5.410928e-04,-2.614444e-04,5.925409e-04,8.685514e-04,6.251173e-05,-4.983074e-05,8.767371e-04,6.030989e-05,-5.122341e-05
127269.534601,0.0984,0.000000,-0.000000,0.000000,4.084245e-04,-4.940678e-04,-1.308473e-04,-4.632921e-04,-5.537422e-04,-8.271822e-05,8.717166e-04,5.967436e-05,-4.812912e-05,8.777612e-04,5.994837e-05,-5.130274e-05
127269.634556,0.0003,0.000000,-0.000000,0.000000,1.450857e-03,1.156804e-04,3.214547e-04,5.771243e-04,5.278533e-05,3.680792e-04,8.737330e-04,6.289509e-05,-4.662442e-05,8.787717e-04,6.041615e-05,-5.127817e-05
127269.684603,0.0097,0.000000,-0.000000,0.000000,6.121568e-04,1.785821e-04,1.021367e-04,-2.622525e-04,1.218277e-04,1.489226e-04,8.744093e-04,5.675444e-05,-4.678592e-05,8.787521e-04,6.031015e-05,-5.160534e-05
127269.734605,0.0412,0.000000,-0.000000,0.000000,1.662304e-03,2.607522e-04,-2.189865e-04,7.832914e-04,2.007632e-04,-1.722046e-04,8.790125e-04,5.998903e-05,-4.678183e-05,8.789165e-04,6.064541e-05,-5.133171e-05
127269.835676,0.0323,0.000000,-0.000000,0.000000,8.694009e-04,8.289965e-04,-1.390504e-04,-9.898997e-06,7.692777e-04,-9.245683e-05,8.792999e-04,5.971877e-05,-4.659355e-05,8.790631e-04,6.054059e-05,-5.128349e-05
127269.934614,0.0212,0.000000,-0.000000,0.000000,1.615843e-03,6.374815e-04,-8.687376e-04,7.407216e-04,5.803030e-04,-8.220106e-04,8.751217e-04,5.717850e-05,-4.672700e-05,8.788342e-04,6.016644e-05,-5.125268e-05
127270.035752,0.0446,0.000000,-0.000000,0.000000,9.232094e-04,-3.669555e-04,-7.098254e-05,5.139640e-05,-4.282613e-04,-2.438250e-05,8.718130e-04,6.130580e-05,-4.660004e-05,8.791010e-04,6.022474e-05,-5.145670e-05
127270.134618,0.0283,0.000000,-0.000000,0.000000,9.136275e-04,-4.261396e-04,1.287878e-04,4.536339e-05,-4.865652e-04,1.753997e-04,8.682641e-04,6.042560e-05,-4.661190e-05,8.797197e-04,6.024090e-05,-5.144255e-05
127270.234653,0.0097,0.000000,-0.000000,0.000000,1.629422e-03,2.691647e-04,-2.773677e-04,7.603893e-04,2.001319e-04,-2.305354e-04,8.690327e-04,6.903282e-05,-4.683235e-05,8.803195e-04,6.010789e-05,-5.167361e-05
127270.334606,0.0342,0.000000,-0.000000,0.000000,2.161363e-03,5.965361e-04,-3.841121e-04,1.289239e-03,5.381003e-04,-3.371747e-04,8.721244e-04,5.843578e-05,-4.693740e-05,8.807665e-04,6.028302e-05,-5.193865e-05
127270.435872,0.0123,0.000000,-0.000000,0.000000,1.456355e-03,-7.380997e-04,6.126106e-06,5.803971e-04,-7.938757e-04,5.318686e-05,8.759580e-04,5.577595e-05,-4.706075e-05,8.819066e-04,6.004883e-05,-5.206394e-05
127270.534588,0.0762,0.000000,-0.000000,0.000000,4.648335e-04,-3.201457e-04,2.727950e-05,-4.030068e-04,-3.783481e-04,7.337763e-05,8.678403e-04,5.820238e-05,-4.609813e-05,8.815902e-04,6.015101e-05,-5.245932e-05
127270.584609,0.0410,0.000000,-0.000000,0.000000,4.331733e-04,-9.269967e-04,1.110728e-04,-4.393500e-04,-9.897154e-04,1.568933e-04,8.725233e-04,6.271863e-05,-4.582053e-05,8.818910e-04,6.017988e-05,-5.206471e-05
127270.635752,0.0333,0.000000,-0.000000,0.000000,7.709643e-04,-4.361229e-04,3.031113e-04,-1.064151e-04,-4.982632e-04,3.481377e-04,8.773794e-04,6.214029e-05,-4.502637e-05,8.819484e-04,5.991258e-05,-5.215376e-05
127270.734610,0.1593,0.000000,-0.000000,0.000000,1.741664e-03,6.582335e-04,9.712757e-05,8.572385e-04,5.958113e-04,1.429036e-04,8.844255e-04,6.242218e-05,-4.577608e-05,8.823137e-04,6.006221e-05,-5.135169e-05
127270.784617,0.0526,0.000000,-0.000000,0.000000,1.161377e-03,-1.429076e-04,2.291966e-04,2.811110e-04,-1.993077e-04,2.766789e-04,8.802660e-04,5.640016e-05,-4.748231e-05,8.822757e-04,5.981387e-05,-5.147196e-05
127270.884586,0.0425,0.000000,-0.000000,0.000000,1.055610e-03,-3.500258e-04,1.267109e-05,1.711437e-04,-4.109003e-04,6.065993e-05,8.844664e-04,6.087452e-05,-4.798884e-05,8.817827e-04,5.982264e-05,-5.072298e-05
127270.934598,0.0242,0.000000,-0.000000,0.000000,1.619142e-03,2.844189e-04,-1.940806e-05,7.338070e-04,2.217701e-04,3.086541e-05,8.853349e-04,6.264874e-05,-5.027347e-05,8.816152e-04,5.981179e-05,-5.089645e-05
127270.984605,0.0611,0.000000,-0.000000,0.000000,-4.345870e-04,-1.783726e-05,2.391101e-05,-1.312983e-03,-7.898856e-05,7.295344e-05,8.783964e-04,6.115130e-05,-4.904243e-05,8.810370e-04,5.978113e-05,-5.132591e-05
127271.035686,0.0210,0.000000,-0.000000,0.000000,1.578074e-03,-2.482731e-04,1.724734e-04,6.979369e-04,-3.110355e-04,2.203448e-04,8.801374e-04,6.276246e-05,-4.787138e-05,8.812147e-04,5.972218e-05,-5.108951e-05
127271.134584,0.0177,0.000000,-0.000000,0.000000,5.784719e-04,1.031839e-04,1.936617e-04,-3.014201e-04,3.414786e-05,2.434221e-04,8.798921e-04,6.903601e-05,-4.976037e-05,8.819215e-04,5.974694e-05,-5.103441e-05
127271.184622,0.0139,0.000000,-0.000000,0.000000,3.743906e-04,-2.033832e-04,-1.729098e-04,-5.015927e-04,-2.716884e-04,-1.238892e-04,8.759832e-04,6.830514e-05,-4.902059e-05,8.820645e-04,5.996159e-05,-5.096570e-05
127271.235788,0.0201,0.000000,-0.000000,0.000000,1.206005e-03,9.250245e-06,-2.535440e-04,3.274609e-04,-6.072431e-05,-2.058281e-04,8.785442e-04,6.997456e-05,-4.771586e-05,8.817606e-04,5.984564e-05,-5.152946e-05
127271.334615,0.0531,0.000000,-0.000000,0.000000,1.385442e-03,4.824090e-04,-1.209513e-05,5.038520e-04,4.174872e-04,3.517212e-05,8.815903e-04,6.492179e-05,-4.726725e-05,8.822556e-04,5.957308e-05,-5.104652e-05
127271.384625,0.0290,0.000000,-0.000000,0.000000,2.619216e-04,-3.567977e-04,4.843987e-04,-6.175077e-04,-4.166064e-04,5.320224e-04,8.794292e-04,5.980872e-05,-4.762374e-05,8.822423e-04,5.948578e-05,-5.098546e-05
127271.435687,0.0212,0.000000,-0.000000,0.000000,5.874778e-04,-4.374668e-04,3.690673e-04,-2.927994e-04,-4.981728e-04,4.176377e-04,8.802772e-04,6.070604e-05,-4.857038e-05,8.826718e-04,5.947453e-05,-5.091267e-05
127271.534590,0.0958,0.000000,-0.000000,0.000000,1.504788e-03,2.519208e-04,-2.860944e-04,6.289730e-04,1.929937e-04,-2.383987e-04,8.758150e-04,5.892713e-05,-4.769567e-05,8.834191e-04,5.951605e-05,-5.081472e-05
127271.635733,0.0141,0.000000,-0.000000,0.000000,9.671218e-04,2.702991e-04,4.195248e-04,8.136269e-05,2.111195e-04,4.647805e-04,8.857592e-04,5.917963e-05,-4.525574e-05,8.831730e-04,5.991772e-05,-5.034592e-05
127271.734590,0.0464,0.000000,-0.000000,0.000000,1.114480e-03,6.914296e-04,-5.875127e-04,2.261665e-04,6.299898e-04,-5.403682e-04,8.883135e-04,6.143980e-05,-4.714454e-05,8.838370e-04,5.993981e-05,-5.047863e-05
127271.784610,0.0642,0.000000,-0.000000,0.000000,9.893922e-04,2.742261e-04,-3.377910e-04,1.040877e-04,2.180482e-04,-2.897180e-04,8.853045e-04,5.617794e-05,-4.807307e-05,8.842672e-04,6.003063e-05,-5.057659e-05
127271.835915,0.0443,0.000000,-0.000000,0.000000,3.735179e-04,4.037994e-04,-3.566755e-04,-5.106452e-04,3.424861e-04,-3.099459e-04,8.841631e-04,6.131329e-05,-4.672961e-05,8.842428e-04,5.962331e-05,-5.068326e-05
127271.934612,0.0407,0.000000,-0.000000,0.000000,1.695430e-03,7.380997e-04,6.794916e-04,8.111596e-04,6.720288e-04,7.241731e-04,8.842707e-04,6.607090e-05,-4.468151e-05,8.847614e-04,5.942655e-05,-5.036843e-05
127271.984619,0.0413,0.000000,-0.000000,0.000000,1.076624e-03,-2.027200e-04,4.703488e-04,1.947559e-04,-2.699480e-04,5.150622e-04,8.818680e-04,6.722797e-05,-4.471342e-05,8.848101e-04,5.930044e-05,-5.026382e-05
127272.084586,0.0316,0.000000,-0.000000,0.000000,1.468782e-03,-9.981538e-05,2.551671e-04,5.899566e-04,-1.656520e-04,2.985260e-04,8.788253e-04,6.583657e-05,-4.335889e-05,8.855341e-04,5.917353e-05,-5.027783e-05
127272.184611,0.0090,0.000000,-0.000000,0.000000,1.216390e-03,-7.552389e-04,-1.528036e-04,3.339264e-04,-8.199053e-04,-1.130924e-04,8.824634e-04,6.466647e-05,-3.971121e-05,8.857875e-04,5.906873e-05,-5.082472e-05
127272.236020,0.0178,0.000000,-0.000000,0.000000,6.069208e-04,-5.103866e-04,2.797763e-05,-2.743647e-04,-5.727788e-04,6.743894e-05,8.812855e-04,6.239213e-05,-3.946131e-05,8.856519e-04,5.932359e-05,-5.063646e-05
127272.334580,0.0171,0.000000,-0.000000,0.000000,1.006671e-03,1.665393e-04,-3.709174e-04,1.172616e-04,1.081762e-04,-3.306506e-04,8.894094e-04,5.836316e-05,-4.026676e-05,8.861382e-04,5.950150e-05,-5.075271e-05
127272.384634,0.0296,0.000000,-0.000000,0.000000,5.288697e-04,3.112446e-04,5.178392e-05,-3.575188e-04,2.502012e-04,9.067757e-05,8.863884e-04,6.104335e-05,-3.889365e-05,8.865183e-04,5.981885e-05,-5.104446e-05
127272.435707,0.0310,0.000000,-0.000000,0.000000,1.402494e-03,4.577999e-04,-5.361651e-05,5.159071e-04,3.942539e-04,-1.298937e-05,8.865871e-04,6.354591e-05,-4.062715e-05,8.867917e-04,5.984263e-05,-5.144639e-05
127272.534587,0.0275,0.000000,-0.000000,0.000000,8.423832e-04,6.525961e-04,2.272593e-04,-4.647984e-05,5.902426e-04,2.669218e-04,8.888630e-04,6.235347e-05,-3.966245e-05,8.863374e-04,5.979124e-05,-5.111421e-05
127272.584604,0.0168,0.000000,-0.000000,0.000000,1.420942e-03,-2.568601e-04,5.541420e-05,5.335311e-04,-3.210456e-04,9.432606e-05,8.874112e-04,6.418552e-05,-3.891185e-05,8.866226e-04,5.979276e-05,-5.089355e-05
127272.635748,0.0174,0.000000,-0.000000,0.000000,2.442588e-04,1.252972e-04,3.839375e-04,-6.459807e-04,5.764513e-05,4.226674e-04,8.902396e-04,6.765206e-05,-3.872985e-05,8.860700e-04,5.947038e-05,-5.070401e-05
127272.734602,0.0406,0.000000,-0.000000,0.000000,1.599123e-03,1.211433e-04,-6.018942e-04,7.123192e-04,5.278194e-05,-5.681686e-04,8.868038e-04,6.836136e-05,-3.372561e-05,8.866842e-04,5.978053e-05,-5.060236e-05
127272.784615,0.0351,0.000000,-0.000000,0.000000,5.908812e-04,1.226617e-04,-3.639535e-04,-2.981064e-04,5.446646e-05,-3.327444e-04,8.889876e-04,6.819528e-05,-3.120906e-05,8.864477e-04,5.980969e-05,-5.072119e-05
127272.835802,0.0038,0.000024,0.000048,-0.000009,1.733566e-03,3.253294e-04,2.306278e-04,8.481954e-04,2.612637e-04,2.599840e-04,8.853703e-04,6.406568e-05,-2.935620e-05,8.865907e-04,5.940774e-05,-5.024480e-05
127272.934580,0.0160,0.000051,-0.000000,-0.000039,9.925862e-04,6.371150e-04,1.695238e-04,1.091021e-04,5.697199e-04,1.976871e-04,8.834841e-04,6.739509e-05,-2.816331e-05,8.862716e-04,5.966449e-05,-5.012628e-05
127272.984597,0.0087,0.000028,0.000051,-0.000078,4.276406e-04,-6.492625e-05,4.263839e-04,-4.574949e-04,-1.290732e-04,4.533328e-04,8.851354e-04,6.414694e-05,-2.694886e-05,8.862080e-04,5.947890e-05,-5.025971e-05
127273.035348,0.0189,-0.000049,0.000085,-0.000075,4.608367e-04,-3.338989e-04,-5.470036e-04,-4.278243e-04,-3.955372e-04,-5.206497e-04,8.886610e-04,6.163827e-05,-2.635393e-05,8.861047e-04,5.942667e-05,-5.034135e-05
127273.134580,0.0231,0.000031,0.000120,-0.000027,-1.814619e-04,-1.013076e-03,3.417355e-05,-1.065907e-03,-1.072269e-03,6.242183e-05,8.844453e-04,5.919266e-05,-2.824829e-05,8.863597e-04,5.911746e-05,-5.022954e-05
127273.184615,0.0536,0.000009,0.000105,0.000037,1.208623e-03,4.300142e-04,3.036349e-04,3.238683e-04,3.698660e-04,3.340900e-04,8.847548e-04,6.014819e-05,-3.045503e-05,8.861554e-04,5.944938e-05,-4.993334e-05
127273.235487,0.0211,-0.000117,0.000133,0.000044,8.044048e-04,5.799031e-04,-2.222328e-04,-8.821224e-05,5.216147e-04,-1.914610e-04,8.926170e-04,5.828837e-05,-3.077174e-05,8.860718e-04,5.951094e-05,-4.996476e-05
127273.334588,0.0392,-0.000067,0.000129,0.000073,1.305681e-04,-5.728171e-04,3.593458e-04,-7.589978e-04,-6.315925e-04,3.914188e-04,8.895659e-04,5.877547e-05,-3.207297e-05,8.859478e-04,5.935612e-05,-4.989339e-05
127273.384610,0.0318,-0.000133,0.000162,0.000026,1.026969e-03,3.028146e-05,3.201108e-04,1.334691e-04,-2.636870e-05,3.501566e-04,8.935001e-04,5.665017e-05,-3.004575e-05,8.861000e-04,5.944914e-05,-4.973757e-05
127273.435462,0.0055,-0.000139,0.000193,0.000022,2.528458e-04,-6.597694e-04,-3.808832e-04,-6.416389e-04,-7.144444e-04,-3.513413e-04,8.944848e-04,5.467502e-05,-2.954185e-05,8.862558e-04,5.922016e-05,-4.960501e-05
127273.534580,0.0264,-0.000046,0.000235,0.000072,1.521020e-03,9.510823e-04,-5.781054e-04,6.329223e-04,8.995250e-04,-5.462618e-04,8.880973e-04,5.155724e-05,-3.184357e-05,8.862986e-04,5.935564e-05,-4.994452e-05
127273.584603,0.0362,-0.000006,0.000269,0.000079,1.186929e-03,2.322859e-04,-3.745477e-05,3.017055e-04,1.822704e-04,-4.933935e-06,8.852231e-04,5.001549e-05,-3.252083e-05,8.859716e-04,5.944052e-05,-5.010494e-05
127273.635473,0.0450,-0.000014,0.000218,0.000027,1.753009e-03,5.770931e-04,-2.689552e-04,8.676006e-04,5.239237e-04,-2.386384e-04,8.854081e-04,5.316942e-05,-3.031683e-05,8.859208e-04,5.956128e-05,-5.003195e-05
127273.734579,0.0173,0.000008,0.000203,0.000037,1.306396e-03,-5.392718e-04,-6.117379e-05,4.221303e-04,-5.929406e-04,-3.020443e-05,8.842661e-04,5.366881e-05,-3.096936e-05,8.860473e-04,5.914764e-05,-4.997093e-05
127273.784594,0.0132,-0.000058,0.000126,0.000075,9.218829e-04,-2.929186e-04,7.042404e-05,3.389050e-05,-3.506184e-04,1.026504e-04,8.879924e-04,5.769977e-05,-3.222632e-05,8.858652e-04,5.887504e-05,-4.973389e-05
127273.835450,0.0224,-0.000022,0.000190,-0.000000,1.008277e-03,-4.234867e-04,-2.953621e-04,1.227398e-04,-4.775416e-04,-2.658820e-04,8.855369e-04,5.405495e-05,-2.948004e-05,8.856864e-04,5.895619e-05,-4.996711e-05
127273.934580,0.0594,-0.000040,0.000235,0.000076,9.835454e-04,3.951251e-04,3.861541e-04,9.684912e-05,3.435554e-04,4.182740e-04,8.866963e-04,5.156968e-05,-3.211987e-05,8.854227e-04,5.911682e-05,-4.945944e-05
127273.984603,0.0381,-0.000016,0.000163,0.000113,7.491302e-04,3.211406e-05,-3.466747e-04,-1.365806e-04,-2.346677e-05,-3.131301e-04,8.857108e-04,5.558082e-05,-3.354461e-05,8.856122e-04,5.889243e-05,-4.957163e-05
127274.035560,0.0185,-0.000022,0.000167,0.000155,1.311877e-03,9.990265e-05,4.729842e-06,4.261835e-04,4.444056e-05,4.006436e-05,8.856932e-04,5.546208e-05,-3.533452e-05,8.855631e-04,5.898739e-05,-4.955593e-05
127274.134601,0.0424,-0.000000,0.000076,0.000206,7.930253e-04,-8.827875e-05,5.192005e-04,-9.140689e-05,-1.488178e-04,5.565366e-04,8.844321e-04,6.053902e-05,-3.733605e-05,8.854894e-04,5.879085e-05,-4.931316e-05
127274.184616,0.0117,0.000010,0.000104,0.000247,1.017335e-03,-3.729769e-04,-4.202229e-04,1.333542e-04,-4.317346e-04,-3.814584e-04,8.839808e-04,5.875772e-05,-3.876454e-05,8.856193e-04,5.863737e-05,-4.931054e-05
127274.235554,0.0392,-0.000037,0.000147,0.000305,1.527477e-03,6.001664e-04,-1.532225e-04,6.410179e-04,5.443532e-04,-1.118617e-04,8.864594e-04,5.581320e-05,-4.136072e-05,8.856357e-04,5.861284e-05,-4.945392e-05
127274.334582,0.1167,0.000003,0.000103,0.000311,7.132637e-04,-4.777141e-04,2.530204e-04,-1.713972e-04,-5.364204e-04,2.940431e-04,8.846609e-04,5.870632e-05,-4.102267e-05,8.857388e-04,5.854450e-05,-4.889786e-05
127274.435539,0.0123,0.000083,0.000069,0.000375,1.560289e-03,9.080948e-04,-2.450093e-04,6.796261e-04,8.484824e-04,-2.018203e-04,8.806633e-04,5.961242e-05,-4.318904e-05,8.862588e-04,5.829676e-05,-4.857257e-05
127274.534582,0.0351,0.000005,0.000156,0.000425,1.158235e-03,2.878746e-04,4.367861e-04,2.724597e-04,2.325291e-04,4.819568e-04,8.857757e-04,5.534554e-05,-4.517074e-05,8.865290e-04,5.853852e-05,-4.842747e-05
127274.584594,0.0726,0.000097,0.000164,0.000479,7.047814e-04,5.295329e-04,-2.225120e-04,-1.751875e-04,4.743732e-04,-1.754215e-04,8.799690e-04,5.515968e-05,-4.709054e-05,8.861091e-04,5.870988e-05,-4.830270e-05
127274.635667,0.0030,0.000051,0.000192,0.000504,4.800005e-04,-5.651900e-04,-7.714006e-04,-4.027100e-04,-6.186240e-04,-7.235838e-04,8.827104e-04,5.343406e-05,-4.781684e-05,8.861571e-04,5.840275e-05,-4.820720e-05
127274.734582,0.0189,-0.000059,0.000068,0.000484,2.125759e-03,2.534218e-04,9.887290e-05,1.235646e-03,1.927637e-04,1.456663e-04,8.901122e-04,6.065806e-05,-4.679345e-05,8.871747e-04,5.867288e-05,-4.786557e-05
127274.784587,0.0162,-0.000104,0.000069,0.000545,1.353363e-03,1.083849e-04,1.317724e-05,4.607790e-04,4.769676e-05,6.212278e-05,8.925842e-04,6.068819e-05,-4.894554e-05,8.870100e-04,5.870254e-05,-4.763730e-05
127274.835497,0.0072,-0.000076,0.000054,0.000574,2.101237e-03,3.201807e-04,7.155850e-06,1.209448e-03,2.587454e-04,5.751724e-05,8.917884e-04,6.143526e-05,-5.036139e-05,8.876135e-04,5.872312e-05,-4.778106e-05
